location,total_sqft,bath,bhk
other,2000.0,3.0,4
other,800.0,1.0,1
Bannerghatta Road,1215.0,2.0,2
Basaveshwara Nagar,1230.0,6.0,8
Prithvi Layout,2273.0,4.0,3
Varthur Road,1255.0,2.0,2
other,1225.0,2.0,3
Singasandra,1120.0,2.0,2
other,2400.0,5.0,5
Kasavanhalli,1225.0,2.0,3
Indira Nagar,4000.0,4.0,4
Sarjapur  Road,1984.0,4.0,3
Old Madras Road,2425.0,3.0,3
ITPL,1200.0,3.0,3
Bommasandra,1127.0,2.0,2
Whitefield,1655.0,3.0,3
Ananth Nagar,500.0,1.0,1
Varthur,1200.0,3.0,3
Kaggadasapura,1000.0,2.0,2
CV Raman Nagar,1225.0,2.0,2
Hormavu,1350.0,2.0,2
Nagarbhavi,600.0,5.0,4
Sahakara Nagar,1175.0,2.0,2
other,655.0,1.0,1
Hosa Road,1311.0,2.0,3
Banashankari Stage VI,600.0,4.0,3
CV Raman Nagar,1000.0,2.0,2
Kanakpura Road,1050.0,2.0,3
other,2400.0,5.0,4
Hebbal,1333.0,2.0,2
other,600.0,1.0,1
Koramangala,1370.0,2.0,2
Koramangala,1100.0,2.0,2
Haralur Road,1650.0,3.0,3
Kasavanhalli,1917.0,3.0,3
other,780.0,3.0,3
Billekahalli,950.0,2.0,2
8th Phase JP Nagar,1089.0,2.0,2
Kalena Agrahara,1804.0,3.0,3
Hoodi,1257.0,2.0,2
Sarjapur,650.0,1.0,1
Whitefield,1850.0,3.0,3
Vidyaranyapura,945.0,2.0,2
Koramangala,1161.0,2.0,2
Banashankari Stage V,1630.0,3.0,3
Whitefield,1200.0,3.0,3
Nagavara,1315.0,2.0,2
Sahakara Nagar,1370.0,2.0,3
Ulsoor,1200.0,4.0,5
Bellandur,1465.0,3.0,2
Electronic City,1128.0,2.0,2
Hebbal,1645.0,3.0,3
Horamavu Agara,1284.0,2.0,3
Hebbal,2600.0,3.0,3
Kodigehalli,1820.0,3.0,3
Haralur Road,1580.0,3.0,3
Akshaya Nagar,2650.0,3.0,3
Bannerghatta Road,1215.0,2.0,2
Uttarahalli,1075.0,2.0,2
Bisuvanahalli,845.0,2.0,2
other,800.0,2.0,2
Panathur,1199.0,2.0,2
Gunjur,1175.0,2.0,2
Sahakara Nagar,2400.0,3.0,3
Bellandur,1767.0,3.0,3
Talaghattapura,1856.0,3.0,3
R.T. Nagar,1200.0,3.0,3
Whitefield,1290.0,2.0,2
Kasavanhalli,1375.0,2.0,2
other,1200.0,4.0,4
Singasandra,1099.0,2.0,2
Electronic City,605.0,1.0,1
Marathahalli,1200.0,2.0,2
Hulimavu,1000.0,2.0,2
other,600.0,2.0,2
other,2400.0,4.0,4
BTM Layout,1540.0,2.0,3
other,1503.0,2.0,3
Ambedkar Nagar,1850.0,4.0,3
Mico Layout,1190.0,2.0,2
HAL 2nd Stage,1000.0,7.0,7
Jakkur,850.0,1.0,2
Domlur,2180.0,3.0,3
ITPL,1200.0,3.0,3
other,1200.0,3.0,5
Thanisandra,1880.0,3.0,3
Padmanabhanagar,1150.0,2.0,2
Kasavanhalli,4408.0,4.0,4
Bellandur,924.0,2.0,2
Kumaraswami Layout,600.0,6.0,6
other,750.0,4.0,4
Karuna Nagar,1962.0,3.0,3
2nd Stage Nagarbhavi,1200.0,4.0,5
Bannerghatta Road,1894.0,3.0,3
Ramamurthy Nagar,960.0,2.0,4
Sector 7 HSR Layout,1760.0,3.0,3
Kothanur,1790.0,3.0,3
other,3500.0,5.0,4
Kengeri,2540.0,4.0,4
Mahadevpura,1137.0,2.0,2
Mysore Road,1568.0,2.0,3
Devanahalli,4920.0,4.0,4
AECS Layout,1308.0,2.0,2
other,3060.0,4.0,4
other,800.0,1.0,1
Electronic City,530.0,1.0,1
Bisuvanahalli,873.0,2.0,3
other,1200.0,4.0,4
Subramanyapura,958.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Talaghattapura,2273.0,3.0,3
Banashankari Stage VI,600.0,3.0,3
Thanisandra,760.0,1.0,1
Dommasandra,1090.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Bellandur,2666.0,3.0,3
Sarjapur  Road,1550.0,2.0,3
Ramagondanahalli,1251.0,2.0,2
Electronic City,1070.0,2.0,2
Kalena Agrahara,1200.0,2.0,2
Panathur,1000.0,2.0,2
Raja Rajeshwari Nagar,3600.0,9.0,9
other,600.0,1.0,1
Uttarahalli,1155.0,2.0,2
Magadi Road,1200.0,3.0,3
Budigere,1149.0,2.0,2
Choodasandra,3200.0,4.0,4
Hegde Nagar,1718.0,3.0,3
Banashankari,1330.0,2.0,2
Hormavu,1200.0,2.0,2
Bannerghatta Road,1693.0,3.0,3
Koramangala,1249.0,2.0,2
Thanisandra,1800.0,4.0,3
Margondanahalli,900.0,2.0,2
NGR Layout,1020.0,2.0,2
Panathur,661.0,1.0,1
Bannerghatta Road,1280.0,2.0,2
Hosur Road,1170.0,2.0,2
Thanisandra,933.0,2.0,1
Banjara Layout,1050.0,2.0,2
Harlur,1303.0,2.0,2
Raja Rajeshwari Nagar,1196.0,2.0,2
Akshaya Nagar,1419.0,2.0,3
Banashankari,1200.0,2.0,2
7th Phase JP Nagar,1120.0,2.0,2
Electronics City Phase 1,762.5,1.0,1
Electronics City Phase 1,1245.0,2.0,2
other,3978.0,4.0,4
Channasandra,1093.0,2.0,2
Hebbal,1345.0,2.0,2
Vijayanagar,1180.0,2.0,2
NGR Layout,1020.0,2.0,2
Konanakunte,3621.0,4.0,4
other,2008.0,3.0,3
CV Raman Nagar,1020.0,2.0,2
other,2095.0,3.0,3
Gunjur,1362.0,3.0,3
Yelahanka,694.0,1.0,1
Vittasandra,1404.0,2.0,2
Electronic City Phase II,1192.0,2.0,3
Mahalakshmi Layout,1050.0,1.0,4
Vittasandra,1259.0,2.0,2
Indira Nagar,850.0,1.0,1
Sarjapur  Road,1900.0,4.0,3
Ambedkar Nagar,1367.0,2.0,2
Sarjapur,1175.0,2.0,2
R.T. Nagar,2800.0,4.0,4
Hoskote,1095.0,2.0,2
Attibele,782.0,1.0,1
Gubbalala,1435.0,2.0,3
Choodasandra,725.0,2.0,2
9th Phase JP Nagar,1200.0,5.0,5
Hosakerehalli,3205.0,4.0,4
Vishwapriya Layout,720.0,3.0,4
Nehru Nagar,1674.0,3.0,3
other,860.0,4.0,4
Haralur Road,1243.0,2.0,2
Kanakpura Road,1703.0,3.0,3
Horamavu Agara,1145.0,2.0,2
Whitefield,1216.0,2.0,2
7th Phase JP Nagar,1100.0,3.0,2
Sarjapur  Road,2425.0,5.0,4
Kothanur,2700.0,4.0,4
Raja Rajeshwari Nagar,1196.0,2.0,2
Kanakpura Road,1600.0,3.0,3
Banashankari Stage V,1510.0,3.0,3
Hosakerehalli,3033.0,4.0,4
Pai Layout,780.0,2.0,2
Haralur Road,1194.0,2.0,2
Banashankari Stage II,1250.0,2.0,2
Horamavu Agara,1250.0,4.0,4
other,1350.0,4.0,4
Laggere,620.0,2.0,1
Hennur Road,1020.0,2.0,2
Bhoganhalli,1181.7,2.0,2
other,1200.0,8.0,9
Sarjapur  Road,1691.0,3.0,3
KR Puram,1200.0,4.0,4
Banaswadi,1200.0,2.0,2
Old Airport Road,1050.0,2.0,2
Kathriguppe,1300.0,3.0,3
Whitefield,1356.0,2.0,2
Whitefield,1338.0,2.0,2
other,500.0,1.0,1
other,1280.0,2.0,3
Anekal,620.0,1.0,2
Thanisandra,1917.0,3.0,3
Nagarbhavi,1200.0,3.0,4
other,2750.0,3.0,3
Thubarahalli,2625.0,3.0,3
Sahakara Nagar,1100.0,2.0,2
Hennur Road,2041.0,3.0,3
Sarjapur  Road,2070.0,4.0,3
other,1650.0,3.0,3
Ambedkar Nagar,3565.0,4.0,4
HSR Layout,1142.0,2.0,2
Hosa Road,1063.0,2.0,2
Kammanahalli,1100.0,2.0,2
6th Phase JP Nagar,1216.0,2.0,2
Hosur Road,1345.0,2.0,2
Marathahalli,1248.0,2.0,2
other,1830.0,4.0,4
other,900.0,1.0,2
Bellandur,3600.0,4.0,4
Uttarahalli,1025.0,2.0,2
other,840.0,1.0,2
EPIP Zone,2500.0,3.0,3
ISRO Layout,1200.0,6.0,6
Babusapalaya,1450.0,2.0,2
Raja Rajeshwari Nagar,1160.0,2.0,2
Yelahanka New Town,2700.0,3.0,3
Uttarahalli,1125.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Arekere,1240.0,2.0,2
Devanahalli,1466.0,3.0,3
other,3870.0,4.0,4
Ramagondanahalli,1610.0,2.0,3
Kaggadasapura,1225.0,2.0,2
Akshaya Nagar,1300.0,2.0,2
Thanisandra,1996.0,4.0,3
Rajaji Nagar,1800.0,3.0,3
other,1835.0,3.0,3
Sarjapur  Road,1435.0,3.0,3
Rayasandra,1601.0,3.0,3
Kadubeesanahalli,1257.0,2.0,2
Kasavanhalli,1309.0,2.0,2
Yeshwanthpur,1362.0,2.0,2
Banashankari,1185.0,2.0,2
7th Phase JP Nagar,1790.0,3.0,3
Whitefield,3450.0,4.0,3
Budigere,693.0,1.0,1
Sarjapur  Road,5400.0,4.0,4
Devanahalli,775.0,1.0,1
Hoodi,1000.0,2.0,2
Thanisandra,1183.0,2.0,2
Binny Pete,1282.0,3.0,3
other,425.0,1.0,1
other,2230.0,4.0,4
Hebbal,1200.0,2.0,2
Ramagondanahalli,1151.0,2.0,2
Hegde Nagar,1847.0,3.0,3
Devanahalli,1020.0,2.0,1
Somasundara Palya,1650.0,3.0,3
other,2380.0,4.0,4
Begur Road,1160.0,2.0,2
Brookefield,1089.0,2.0,2
Yelahanka,1115.0,2.0,2
Kudlu Gate,1215.0,2.0,2
Kannamangala,1536.0,3.0,3
Hennur,1255.0,2.0,2
Electronic City,1571.0,3.0,3
Budigere,664.0,1.0,1
Devarachikkanahalli,1230.0,2.0,2
Hegde Nagar,1340.0,2.0,2
Benson Town,3569.0,4.0,4
Sarjapur,1240.0,2.0,2
7th Phase JP Nagar,1680.0,3.0,3
Gunjur,1071.0,2.0,2
other,3144.0,3.0,3
Kalyan nagar,1190.0,2.0,2
Pattandur Agrahara,1550.0,2.0,3
Mallasandra,1325.0,2.0,2
other,400.0,2.0,4
Hennur,1100.0,2.0,2
Talaghattapura,2099.0,3.0,3
Hebbal Kempapura,1485.0,3.0,2
Hosur Road,1250.0,2.0,2
Bellandur,1170.0,2.0,2
Kanakpura Road,1328.0,2.0,2
Hennur Road,1232.0,2.0,2
1st Phase JP Nagar,1180.0,2.0,2
Electronic City,1350.0,3.0,3
Nagasandra,2400.0,4.0,4
Electronic City Phase II,1020.0,2.0,2
Hennur,1255.0,2.0,2
other,1200.0,3.0,3
Tumkur Road,728.5,1.0,1
Bommanahalli,1660.0,2.0,3
other,510.0,1.0,1
Mahadevpura,1601.0,3.0,3
Begur Road,952.0,2.0,2
other,2700.0,2.0,3
Electronic City Phase II,1900.0,3.0,4
other,1350.0,2.0,3
Haralur Road,1520.0,2.0,3
Yelenahalli,1175.0,2.0,2
Bharathi Nagar,1432.0,2.0,2
Bommasandra Industrial Area,1005.0,2.0,2
Rajiv Nagar,1309.0,2.0,2
Dairy Circle,2251.0,4.0,3
7th Phase JP Nagar,1050.0,2.0,2
Sanjay nagar,2400.0,3.0,3
BTM 2nd Stage,2400.0,2.0,3
Electronic City,1652.0,3.0,3
Rajiv Nagar,2340.0,4.0,4
Koramangala,1084.0,2.0,2
Kammanahalli,1200.0,1.0,2
HBR Layout,2400.0,5.0,4
Electronic City Phase II,1020.0,2.0,2
Whitefield,1267.0,2.0,2
Bhoganhalli,2439.0,4.0,4
other,1645.0,3.0,3
Sahakara Nagar,1100.0,2.0,3
Ananth Nagar,1000.0,2.0,2
Whitefield,5000.0,5.0,4
KR Puram,2500.0,6.0,6
Kengeri Satellite Town,2480.0,2.0,2
Kalyan nagar,1086.0,2.0,2
Kengeri,416.0,1.0,1
Hennur Road,1066.0,2.0,2
Marathahalli,2500.0,5.0,4
Subramanyapura,960.0,2.0,2
Haralur Road,1510.0,3.0,3
Old Madras Road,2300.0,3.0,3
Poorna Pragna Layout,1160.0,2.0,2
Seegehalli,1134.0,2.0,2
Nagasandra,600.0,4.0,4
Horamavu Agara,2400.0,3.0,5
Sarjapur,1032.0,2.0,2
other,1998.0,3.0,3
Murugeshpalya,1225.0,2.0,2
Sarjapur  Road,1262.0,2.0,2
Badavala Nagar,1842.0,3.0,3
Kothannur,1070.0,2.0,2
TC Palaya,1000.0,2.0,2
Kadugodi,1394.0,2.0,2
Amruthahalli,1450.0,2.0,3
Banaswadi,527.0,1.0,1
Sarjapur  Road,1693.0,3.0,3
Horamavu Agara,1000.0,2.0,2
Kogilu,952.0,2.0,2
Malleshwaram,2050.0,4.0,3
Kengeri,1200.0,1.0,1
Hebbal Kempapura,1400.0,2.0,2
Sarjapur  Road,1826.0,3.0,3
Hosur Road,1689.0,3.0,3
Bannerghatta Road,2500.0,4.0,5
Hennur,960.0,2.0,2
Channasandra,808.0,2.0,2
Kodichikkanahalli,907.0,2.0,2
Uttarahalli,1300.0,2.0,2
Sector 1 HSR Layout,1804.0,3.0,3
other,1350.0,3.0,3
Whitefield,1836.0,3.0,3
Hormavu,1200.0,2.0,2
1st Block Koramangala,3000.0,3.0,4
Indira Nagar,2400.0,4.0,4
6th Phase JP Nagar,1460.0,2.0,2
Hoskote,1200.0,4.0,4
BTM 2nd Stage,965.0,2.0,2
Sarjapur  Road,1660.0,3.0,3
Kanakpura Road,1204.0,2.0,2
Thigalarapalya,2072.0,4.0,3
Haralur Road,1056.0,2.0,2
Hebbal,985.0,2.0,2
Banashankari Stage V,1315.0,2.0,3
KR Puram,734.0,2.0,2
Kammanahalli,2900.0,4.0,4
Yelahanka,2317.0,4.0,3
Singasandra,600.0,1.0,1
Attibele,656.0,2.0,2
Attibele,400.0,1.0,1
Yeshwanthpur,666.0,1.0,1
Kadubeesanahalli,3293.0,5.0,4
7th Phase JP Nagar,1174.0,2.0,2
Jalahalli,1000.0,4.0,4
Narayanapura,2400.0,5.0,5
Marathahalli,957.0,2.0,2
Banashankari Stage III,910.0,2.0,2
Banashankari,1000.0,2.0,2
Kodihalli,3197.0,5.0,4
Kanakpura Road,1703.0,3.0,3
Kaval Byrasandra,1125.0,2.0,2
Brookefield,1130.0,2.0,2
Iblur Village,3596.0,5.0,4
Hosa Road,1512.0,3.0,3
Thanisandra,1491.0,3.0,3
Cox Town,1250.0,2.0,2
Banashankari,1650.0,3.0,3
Raja Rajeshwari Nagar,1140.0,2.0,2
other,1200.0,4.0,4
Thanisandra,1881.0,3.0,3
Iblur Village,2666.0,4.0,3
other,1217.0,2.0,2
Gollarapalya Hosahalli,1345.0,3.0,3
KR Puram,1200.0,4.0,4
Banashankari Stage II,1260.0,2.0,3
Sarjapur  Road,2750.0,5.0,4
9th Phase JP Nagar,1200.0,2.0,2
other,600.0,1.0,1
Uttarahalli,1025.0,2.0,2
Hennur Road,973.0,2.0,2
other,4110.0,4.0,4
Rajaji Nagar,2533.0,3.0,3
Balagere,1007.0,2.0,2
Hosa Road,800.0,1.0,1
Sarjapur  Road,1830.0,3.0,3
Nagavara,1077.0,2.0,2
other,672.0,1.0,1
other,1280.0,3.0,3
Kalena Agrahara,1000.0,2.0,2
CV Raman Nagar,1285.0,2.0,2
Thanisandra,662.0,1.0,1
Sarjapura - Attibele Road,3750.0,6.0,5
Harlur,1754.0,3.0,3
other,1200.0,4.0,5
other,1567.0,3.0,3
other,360.0,2.0,2
Bellandur,1150.0,2.0,2
Akshaya Nagar,1690.0,3.0,3
1st Block Koramangala,2350.0,3.0,3
Karuna Nagar,1057.0,2.0,2
Hebbal,1320.0,2.0,2
Kanakpura Road,2254.0,3.0,3
Balagere,645.0,1.0,1
Panathur,1040.0,2.0,2
Sarjapur  Road,1700.0,3.0,3
1st Block Jayanagar,1760.0,3.0,3
Bellandur,1138.0,3.0,3
Raja Rajeshwari Nagar,1140.0,2.0,2
Whitefield,3596.0,3.0,3
other,560.0,1.0,1
Vittasandra,1404.0,2.0,2
other,360.0,4.0,4
Yelahanka,1653.0,3.0,3
Parappana Agrahara,1194.0,2.0,2
Kudlu Gate,812.0,2.0,2
8th Phase JP Nagar,1504.0,2.0,3
Mahadevpura,1450.0,3.0,3
Kannamangala,957.0,2.0,2
Attibele,460.0,1.0,1
other,900.0,2.0,2
7th Phase JP Nagar,1050.0,2.0,2
Varthur Road,1033.0,2.0,2
Kumaraswami Layout,800.0,1.0,2
other,520.0,2.0,1
OMBR Layout,1165.0,2.0,2
Gottigere,1280.0,2.0,2
other,1950.0,3.0,3
other,600.0,1.0,1
Nagavarapalya,1392.0,2.0,2
Jigani,1221.0,3.0,3
other,1000.0,1.0,1
Hoskote,1065.0,2.0,2
BTM 1st Stage,375.0,1.0,1
Sarjapur  Road,1929.0,4.0,3
Hennur Road,1255.0,2.0,2
Jalahalli,1035.0,2.0,2
other,1200.0,5.0,4
Banashankari,1650.0,3.0,3
Whitefield,1275.0,2.0,3
Electronic City,1128.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
OMBR Layout,1200.0,4.0,4
Akshaya Nagar,1000.0,2.0,2
7th Phase JP Nagar,1040.0,2.0,2
Ardendale,2062.0,3.0,4
Nagadevanahalli,1050.0,3.0,4
Hebbal,2388.0,3.0,3
Electronic City,1355.0,2.0,2
Vijayanagar,1046.0,2.0,2
Bannerghatta Road,630.0,1.0,1
Pattandur Agrahara,1247.0,2.0,2
KR Puram,1120.0,2.0,2
HSR Layout,800.0,8.0,8
Jakkur,1798.0,3.0,3
Kereguddadahalli,1000.0,2.0,2
Whitefield,1216.0,2.0,2
Margondanahalli,900.0,2.0,2
TC Palaya,1100.0,2.0,2
Badavala Nagar,1842.0,3.0,3
Bisuvanahalli,1075.0,2.0,3
Whitefield,1495.0,3.0,2
Kanakpura Road,1700.0,3.0,3
Whitefield,1564.0,3.0,3
Kundalahalli,1047.0,2.0,2
Hoodi,1063.0,2.0,2
Garudachar Palya,1150.0,2.0,2
Chandapura,450.0,1.0,1
Ramamurthy Nagar,1360.0,2.0,2
Nagarbhavi,1200.0,4.0,3
Haralur Road,1810.0,3.0,3
LB Shastri Nagar,1250.0,2.0,2
R.T. Nagar,1100.0,3.0,2
Dommasandra,850.0,2.0,2
Electronic City Phase II,1025.0,2.0,2
Uttarahalli,980.0,2.0,2
Kanakpura Road,1592.0,3.0,3
Whitefield,1585.0,3.0,3
Jakkur,1785.0,3.0,3
other,1350.0,4.0,4
other,2375.0,3.0,4
Akshaya Nagar,1113.0,2.0,2
Uttarahalli,1125.0,2.0,2
Anekal,1150.0,3.0,3
Yeshwanthpur,770.0,1.0,2
Kodichikkanahalli,1181.0,2.0,2
1st Phase JP Nagar,1200.0,2.0,2
Raja Rajeshwari Nagar,1295.0,2.0,2
Kenchenahalli,480.0,3.0,3
Lingadheeranahalli,1506.0,3.0,3
other,1872.0,3.0,3
Sarjapur  Road,2900.0,4.0,4
Talaghattapura,1040.0,2.0,2
Hennur,1020.0,2.0,2
other,1400.0,3.0,3
other,812.0,1.0,1
Vidyaranyapura,1100.0,2.0,2
Vijayanagar,750.0,4.0,5
Sanjay nagar,2700.0,4.0,4
Ananth Nagar,850.0,2.0,2
Kaval Byrasandra,1180.0,2.0,2
Cunningham Road,5108.0,5.0,4
Channasandra,1010.0,2.0,2
Marathahalli,1350.0,2.0,2
Talaghattapura,1100.0,2.0,2
Raja Rajeshwari Nagar,1133.0,2.0,2
Thanisandra,1564.0,3.0,3
Doddaballapur,640.0,1.0,2
Thigalarapalya,2072.0,4.0,3
Rajaji Nagar,432.0,2.0,2
other,600.0,2.0,1
Yelahanka,654.0,1.0,1
Hebbal Kempapura,1800.0,3.0,3
Yelachenahalli,1200.0,2.0,2
Kogilu,700.0,1.0,1
HSR Layout,3500.0,5.0,5
Bellandur,1200.0,2.0,2
Sahakara Nagar,1000.0,5.0,5
Rajaji Nagar,720.0,2.0,2
Yelenahalli,1650.0,3.0,3
9th Phase JP Nagar,905.0,2.0,2
HAL 2nd Stage,1600.0,3.0,3
Chikkalasandra,1070.0,2.0,2
Koramangala,1200.0,2.0,2
Old Airport Road,1145.0,2.0,2
other,1200.0,2.0,3
Whitefield,1558.0,3.0,3
Ananth Nagar,902.0,2.0,2
Gollarapalya Hosahalli,996.0,2.0,2
NRI Layout,1250.0,2.0,2
Hennur,2502.0,4.0,4
Haralur Road,1243.0,2.0,2
Whitefield,1216.0,2.0,2
Whitefield,1500.0,3.0,3
other,1800.0,4.0,3
Harlur,1532.0,2.0,2
Hosa Road,1726.0,3.0,3
Chikkalasandra,1100.0,2.0,2
Hosa Road,840.0,2.0,2
CV Raman Nagar,1030.0,2.0,2
other,1499.0,3.0,3
Munnekollal,1170.0,2.0,2
Chikka Tirupathi,2646.0,3.0,3
Hennur Road,1650.0,5.0,4
Varthur Road,552.5,1.0,1
Attibele,418.0,2.0,1
Kasturi Nagar,1101.0,2.0,2
EPIP Zone,2350.0,4.0,3
Electronics City Phase 1,1450.0,3.0,3
Pai Layout,1000.0,2.0,2
Haralur Road,575.0,1.0,1
Kanakpura Road,2000.0,2.0,3
other,3155.0,3.0,3
Anandapura,616.0,3.0,2
JP Nagar,745.0,1.0,1
HAL 2nd Stage,2400.0,4.0,4
Kudlu Gate,1547.0,2.0,2
Panathur,1713.0,3.0,3
Sarjapur,3300.0,4.0,4
Mahalakshmi Layout,1135.0,4.0,8
Yeshwanthpur,1856.0,4.0,3
Dodda Nekkundi,1100.0,2.0,2
Akshaya Nagar,1820.0,4.0,3
Kannamangala,1865.0,3.0,3
ISRO Layout,4200.0,4.0,4
Budigere,1139.0,2.0,2
Anjanapura,1200.0,3.0,3
other,600.0,4.0,4
Nagappa Reddy Layout,1200.0,2.0,2
Yeshwanthpur,1855.0,3.0,3
Margondanahalli,1100.0,2.0,2
Old Madras Road,2266.0,3.0,3
Hosur Road,660.0,1.0,1
Kodihalli,1490.0,2.0,2
Hennur Road,1232.0,2.0,2
Raja Rajeshwari Nagar,1550.0,3.0,3
Whitefield,1227.0,2.0,2
Sarjapur  Road,1059.0,2.0,2
Electronic City Phase II,545.0,1.0,2
Mahadevpura,1152.0,2.0,2
Kenchenahalli,870.0,1.0,2
Panathur,1210.0,2.0,2
Thanisandra,663.0,1.0,1
other,1464.0,2.0,3
Whitefield,1704.0,3.0,3
Whitefield,1256.0,2.0,2
Kengeri,883.0,2.0,2
Bisuvanahalli,1080.0,2.0,3
Marsur,497.0,1.0,2
9th Phase JP Nagar,1073.0,2.0,2
Thanisandra,662.0,1.0,1
other,1707.0,3.0,3
Banashankari,1310.0,2.0,2
Kodigehaali,1324.0,3.0,3
Kothanur,1786.0,2.0,3
Harlur,1174.0,2.0,2
other,565.0,1.0,1
7th Phase JP Nagar,1400.0,2.0,3
Electronic City,635.0,1.0,1
Electronic City,1128.0,2.0,2
Bhoganhalli,1125.0,2.0,2
other,630.0,2.0,1
Kaggadasapura,1350.0,2.0,3
Domlur,1740.0,3.0,3
Bommasandra,877.0,2.0,2
Yelahanka New Town,450.0,1.0,1
Whitefield,1300.0,2.0,2
Abbigere,985.0,2.0,2
Haralur Road,1194.0,2.0,2
Sector 1 HSR Layout,1720.0,3.0,3
Rachenahalli,1530.0,2.0,3
Anandapura,1200.0,2.0,3
Whitefield,1570.0,3.0,3
Sarjapur  Road,1157.0,2.0,3
Sarjapur,535.0,1.0,2
Kanakapura,1120.0,2.0,2
Kenchenahalli,1150.0,2.0,2
Bannerghatta Road,1215.0,2.0,2
Bhoganhalli,1444.0,2.0,2
6th Phase JP Nagar,2003.0,3.0,3
Kodichikkanahalli,900.0,2.0,2
Bisuvanahalli,1180.0,2.0,3
2nd Phase Judicial Layout,1350.0,2.0,3
other,420.0,1.0,1
Hennur Road,1832.0,3.0,3
Anandapura,1380.0,7.0,6
Vasanthapura,940.0,2.0,2
Whitefield,4290.0,5.0,4
Electronic City Phase II,1020.0,2.0,2
Abbigere,2500.0,6.0,6
Raja Rajeshwari Nagar,1400.0,2.0,2
Tumkur Road,708.0,2.0,2
Channasandra,1123.0,2.0,2
Talaghattapura,1100.0,2.0,2
Lingadheeranahalli,1683.0,3.0,3
Kengeri Satellite Town,410.0,1.0,1
Banashankari Stage II,2400.0,2.0,3
Gubbalala,1475.0,2.0,2
Kengeri Satellite Town,1120.0,2.0,2
KR Puram,1150.0,2.0,2
Yeshwanthpur,1165.0,2.0,2
Harlur,1756.0,3.0,3
Ambedkar Nagar,1409.0,2.0,2
Mahadevpura,1212.0,2.0,2
Doddathoguru,1140.0,2.0,2
Jalahalli East,775.0,1.0,1
Sarjapur  Road,1700.0,3.0,3
Raja Rajeshwari Nagar,1110.0,2.0,2
Electronic City Phase II,1000.0,2.0,2
Marathahalli,1550.0,7.0,7
Hormavu,1600.0,5.0,5
Bhoganhalli,1205.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Ardendale,1650.0,3.0,3
other,3071.0,4.0,3
Dasanapura,2400.0,5.0,4
Raja Rajeshwari Nagar,1580.0,3.0,3
Whitefield,1216.0,2.0,2
Kanakpura Road,381.0,1.0,1
KR Puram,4600.0,9.0,9
Hebbal,1040.0,2.0,2
Choodasandra,2429.0,3.0,4
Vidyaranyapura,1200.0,2.0,3
Electronic City,1355.0,2.0,2
Yeshwanthpur,1860.0,3.0,3
Kundalahalli,2500.0,5.0,4
Ambedkar Nagar,1950.0,4.0,3
Ambalipura,1625.0,2.0,3
OMBR Layout,1101.0,2.0,2
Whitefield,1216.0,2.0,2
Ananth Nagar,1470.0,3.0,3
Bannerghatta Road,1365.0,3.0,3
Hosa Road,1364.0,2.0,2
Banashankari Stage VI,1180.0,2.0,2
7th Phase JP Nagar,1800.0,3.0,3
Kothannur,1350.0,2.0,2
Thanisandra,1573.0,3.0,3
other,1620.0,3.0,3
Doddakallasandra,1072.0,2.0,2
other,560.0,1.0,1
Kudlu Gate,1336.0,2.0,2
Marathahalli,3400.0,4.0,4
JP Nagar,4000.0,4.0,4
Cox Town,1100.0,2.0,2
Green Glen Layout,1517.0,3.0,3
Mallasandra,1565.0,2.0,2
Whitefield,2025.0,4.0,3
Jalahalli,1057.0,2.0,2
Sadashiva Nagar,3850.0,3.0,3
Sarjapur,1044.0,2.0,2
Domlur,1695.0,3.0,3
Yelachenahalli,1110.0,2.0,2
Varthur,1155.0,2.0,2
Bannerghatta Road,1115.0,2.0,2
other,2250.0,3.0,3
NGR Layout,1020.0,2.0,2
Whitefield,1920.0,5.0,4
other,1350.0,2.0,1
8th Phase JP Nagar,1089.0,2.0,2
Yelahanka,1445.0,2.0,2
other,1500.0,3.0,3
Devarachikkanahalli,1705.0,3.0,3
Cunningham Road,2925.0,5.0,5
Laggere,1800.0,8.0,8
Hoodi,1259.0,2.0,2
Subramanyapura,1260.0,2.0,3
Kudlu Gate,1919.0,3.0,3
Vishveshwarya Layout,1400.0,6.0,6
Hennur Road,2050.0,3.0,3
Basavangudi,1050.0,2.0,2
Raja Rajeshwari Nagar,1640.0,3.0,3
Hennur,1640.0,3.0,3
9th Phase JP Nagar,1719.3,2.0,3
other,1200.0,4.0,4
Kaggadasapura,1180.0,2.0,2
Kudlu Gate,1464.0,3.0,2
JP Nagar,1800.0,6.0,6
Cox Town,1495.0,2.0,4
Yelahanka,1225.0,2.0,2
7th Phase JP Nagar,1050.0,2.0,2
Sarjapur  Road,1691.0,3.0,3
other,2250.0,3.0,3
other,3700.0,4.0,4
Jalahalli,1244.0,6.0,8
other,750.0,4.0,4
Haralur Road,1243.0,2.0,2
Hormavu,765.0,2.0,2
Chamrajpet,730.0,1.0,2
other,1405.0,3.0,3
Yelahanka New Town,500.0,1.0,1
Amruthahalli,1200.0,2.0,2
Hormavu,1668.0,2.0,3
